date_bldg_,time_bldg_,bldg_condi,date_bld_2,time_bld_2,date_bld_3,time_bld_3,bldg_id,bldg_name1,bldg_name2,bldg_sq_fo,bldg_statu,cdb_city_i,comments,date_condi,time_condi,create_use,date_demol,time_demol,date_edit_,time_edit_,edit_sourc,edit_useri,f_add1,footprint_,harris_str,label_hous,no_of_unit,no_stories,non_standa,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,shape_area,shape_len,st_name1,st_type1,stories,suf_dir1,t_add1,unit_name,vacancy_st,x_coord,y_coord,year_built,z_coord,xcoord,ycoord
2011-04-26,07:00:00.000,SOUND,2011-04-26,07:00:00.000,,,891742.0000000000000000000000000000000,EAST-WEST UNIVERSITY SKY BRIDGE,,0.0000000000000000000000000000000,ACTIVE,,,2011-04-26,07:00:00.000,DS01228,,,2011-04-26,07:00:00.000,,DS01228,0.0000000000000000000000000000000,AERIALS,,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,OTHER,891742.0000000000000000000000000000000,,2011-04-26,07:00:00.000,,DS01228,599.3659096530000169877894222736359,122.7684116209999984903333825059235,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1177145.9286589699331670999526977539062,1896486.1580433500930666923522949218750,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448126.813151477,4635675.44030473
2011-04-27,07:00:00.000,SOUND,2011-04-27,07:00:00.000,,,891754.0000000000000000000000000000000,THE LOFTS AT ROOSEVELT COLLECTION,,0.0000000000000000000000000000000,ACTIVE,,,2011-04-27,07:00:00.000,DS01228,,,2014-10-03,07:00:00.000,,DS01228,1110.0000000000000000000000000000000,,,"1136",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,891754.0000000000000000000000000000000,S,2011-04-27,07:00:00.000,,DS01228,31423.6152026000017940532416105270386,1120.2580432400000063353218138217926,DELANO,CT,6.0000000000000000000000000000000,WEST,1150.0000000000000000000000000000000,,,1174973.1591277199331670999526977539062,1895293.4482777300290763378143310546875,2010.0000000000000000000000000000000,0.0000000000000000000000000000000,447462.735134289,4635318.50393127
2010-09-02,07:00:00.000,SOUND,2010-09-02,07:00:00.000,,,891471.0000000000000000000000000000000,215 WEST,,0.0000000000000000000000000000000,ACTIVE,,,2010-09-02,07:00:00.000,DS01228,,,2011-05-18,07:00:00.000,,DS01228,207.0000000000000000000000000000000,INTERM,,"215",389.0000000000000000000000000000000,0.0000000000000000000000000000000,,891471.0000000000000000000000000000000,W,2010-09-02,07:00:00.000,,DS01228,24163.2501945000003615859895944595337,662.5275995020000436852569691836834,WASHINGTON,ST,50.0000000000000000000000000000000,,221.0000000000000000000000000000000,,,1174564.0454558499623090028762817382812,1900674.1963245999068021774291992187500,2010.0000000000000000000000000000000,0.0000000000000000000000000000000,447357.957894036,4636965.43752087
2013-01-11,08:00:00.000,SOUND,2013-01-11,08:00:00.000,,,892694.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2013-01-11,08:00:00.000,DS01228,,,2013-01-11,08:00:00.000,,DS01228,333.0000000000000000000000000000000,,,"333",0.0000000000000000000000000000000,1.0000000000000000000000000000000,,892694.0000000000000000000000000000000,E,2013-01-11,08:00:00.000,,DS01228,52105.6759358999988762661814689636230,1138.9620600000000649743014946579933,BENTON,PL,3.0000000000000000000000000000000,,333.0000000000000000000000000000000,,,1178926.9220183501020073890686035156250,1901581.1303089798893779516220092773438,2011.0000000000000000000000000000000,0.0000000000000000000000000000000,448688.438349303,4637220.93708101
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,358320.0000000000000000000000000000000,190 SOUTH LASALLE,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,FIELDWORK,DS01228,190.0000000000000000000000000000000,AERIALS98,,"190",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,358320.0000000000000000000000000000000,S,,,,,22243.3750000000000000000000000000000,609.2713945709999734390294179320335,LA SALLE,ST,40.0000000000000000000000000000000,,190.0000000000000000000000000000000,,,1175054.5499242800287902355194091796875,1899560.5845159299205988645553588867188,1985.0000000000000000000000000000000,0.0000000000000000000000000000000,447504.203810278,4636618.44318615
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870914.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1429.0000000000000000000000000000000,AERIALS,,"1429",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,870911.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,519.7849999999999681676854379475117,99.2644608921000042300875065848231,CLARK,ST,0.0000000000000000000000000000000,,1429.0000000000000000000000000000000,,,1175822.4431121100205928087234497070312,1893506.7385121199768036603927612304688,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447709.273952658,4634774.03621513
2007-12-10,08:00:00.000,SOUND,2007-12-10,08:00:00.000,,,870677.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2007-12-10,08:00:00.000,DT00255,,,2007-12-10,08:00:00.000,,DT00255,0.0000000000000000000000000000000,AERIALS,,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,MONUMENT,870677.0000000000000000000000000000000,,2007-12-10,08:00:00.000,,DT00255,139.2849999999999965893948683515191,49.2255193756000011262585758231580,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,N,1177597.0431121198926120996475219726562,1896240.8385121200699359178543090820312,2006.0000000000000000000000000000000,0.0000000000000000000000000000000,448263.122632221,4635598.57089025
1998-04-01,08:00:00.000,NEEDS MINOR REPAIR,1998-04-01,08:00:00.000,,,348425.0000000000000000000000000000000,HANNER,,7700.0000000000000000000000000000000,ACTIVE,,ADDRESS OK,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,SDB,228.0000000000000000000000000000000,AERIALS98,"01709244005000","228",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,348425.0000000000000000000000000000000,W,2005-01-20,08:00:00.000,ASSESS2002,DS01228,2643.2500000000000000000000000000000,239.4276763389999871378677198663354,ILLINOIS,ST,3.0000000000000000000000000000000,,228.0000000000000000000000000000000,,,1174309.1940098600462079048156738281250,1903646.6585899998899549245834350585938,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447296.434451207,4637868.54517453
2002-12-20,08:00:00.000,SOUND,2002-12-20,08:00:00.000,,,814811.0000000000000000000000000000000,JOHN MARSHALL LAW SCHOOL,,0.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,315.0000000000000000000000000000000,AERIALS98,"01716235002000","315",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,360411.0000000000000000000000000000000,S,,,,,4640.8750000000000000000000000000000,291.6772919939999724192603025585413,PLYMOUTH,CT,9.0000000000000000000000000000000,,315.0000000000000000000000000000000,,,1176213.0843491200357675552368164062500,1898841.6277258100453764200210571289062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447853.62985952,4636396.79141221
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,353782.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,PARKING GARAGE,,,,,,2002-12-20,08:00:00.000,FIELDWORK,LGP,200.0000000000000000000000000000000,AERIALS98,,"200",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,353782.0000000000000000000000000000000,W,,,,,24048.8750000000000000000000000000000,627.2878777529999752005096524953842,RANDOLPH,ST,0.0000000000000000000000000000000,,200.0000000000000000000000000000000,,,1174599.3070435600820928812026977539062,1901407.3993307400960475206375122070312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447374.263664132,4637183.2698694
2002-12-20,08:00:00.000,SOUND,2002-12-20,08:00:00.000,,,814716.0000000000000000000000000000000,PARKING GARAGE,,222800.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,DU,21.0000000000000000000000000000000,AERIALS98,"01715104010000","21",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,358653.0000000000000000000000000000000,E,,,,,19432.2500000000000000000000000000000,567.6856276779999461723491549491882,ADAMS,ST,11.0000000000000000000000000000000,,37.0000000000000000000000000000000,,,1176709.2005172099452465772628784179688,1899392.6678492699284106492996215820312,1990.0000000000000000000000000000000,0.0000000000000000000000000000000,448007.490415094,4636560.67590718
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,371557.0000000000000000000000000000000,,,28400.0000000000000000000000000000000,ACTIVE,,,2001-10-01,07:00:00.000,,,,,,,,1212.0000000000000000000000000000000,AERIALS98,"01721212001000","1212",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,371557.0000000000000000000000000000000,S,,,,,30322.3750000000000000000000000000000,734.7537018680000073800329118967056,PLYMOUTH,CT,2.0000000000000000000000000000000,,1212.0000000000000000000000000000000,,,1176091.6836887900717556476593017578125,1894821.1740220999345183372497558593750,1988.0000000000000000000000000000000,0.0000000000000000000000000000000,447798.426242891,4635169.62739981
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870857.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1416.0000000000000000000000000000000,AERIALS,,"1416",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374130.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,1743.2650000000001000444171950221062,197.0306722550000131377601064741611,PLYMOUTH,CT,0.0000000000000000000000000000000,,1416.0000000000000000000000000000000,,,1176201.9431121100205928087234497070312,1893632.9385121199302375316619873046875,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447825.22386165,4634810.3893426
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,363672.0000000000000000000000000000000,,,3500.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,521.0000000000000000000000000000000,AERIALS98,"01716247015000","521",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,363672.0000000000000000000000000000000,S,,,,,4708.5000000000000000000000000000000,291.6299430669999992460361681878567,PLYMOUTH,CT,1.0000000000000000000000000000000,,521.0000000000000000000000000000000,,,1176237.0356870500836521387100219726562,1897923.1894542099907994270324707031250,1939.0000000000000000000000000000000,0.0000000000000000000000000000000,447856.743082489,4636116.45215652
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,349571.0000000000000000000000000000000,,,108100.0000000000000000000000000000000,ACTIVE,,ADDRESS OK,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,SDB,440.0000000000000000000000000000000,AERIALS98,"01709249003000","440",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,349571.0000000000000000000000000000000,N,,,,,26721.6250000000000000000000000000000,668.5557474659999570576474070549011,ORLEANS,ST,6.0000000000000000000000000000000,,440.0000000000000000000000000000000,,,1173694.6003198199905455112457275390625,1903361.8129110198933631181716918945312,1939.0000000000000000000000000000000,0.0000000000000000000000000000000,447108.375042808,4637783.83759171
2007-12-11,08:00:00.000,,2007-12-11,08:00:00.000,,,871092.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,Landmarks Edit,,,DT00255,,,2007-12-11,08:00:00.000,PARCELS,DT00255,1322.0000000000000000000000000000000,AERIALS,,"1322",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372812.0000000000000000000000000000000,S,2007-12-11,08:00:00.000,,DT00255,12794.5750000000007275957614183425903,465.7409216140000012273958418518305,WABASH,AVE,0.0000000000000000000000000000000,,1330.0000000000000000000000000000000,,,1176857.6431121199857443571090698242188,1894172.4385121199302375316619873046875,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448028.00900724,4634971.90293687
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,360634.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,27.0000000000000000000000000000000,AERIALS98,,"27",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,360634.0000000000000000000000000000000,W,,,,,3877.0000000000000000000000000000000,252.1016540329999884306744206696749,JACKSON,BLVD,5.0000000000000000000000000000000,,33.0000000000000000000000000000000,,,1176057.9009000600781291723251342773438,1898929.4363677899818867444992065429688,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447806.875543928,4636423.85909923
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870674.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1313.0000000000000000000000000000000,AERIALS,,"1313",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372308.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,586.3350000000000363797880709171295,104.6251689059999989694915711879730,PLYMOUTH,CT,0.0000000000000000000000000000000,,1313.0000000000000000000000000000000,D,,1176451.1431121199857443571090698242188,1894469.7385121199768036603927612304688,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447905.425410285,4635064.38287484
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,356594.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,2ND FLOOR WALKWAY,,,,,,2002-12-20,08:00:00.000,FIELDWORK,SAS,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,356594.0000000000000000000000000000000,,,,,,2031.0000000000000000000000000000000,245.0857683529999917482200544327497,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1173139.2184705699328333139419555664062,1900410.3993307799100875854492187500000,0.0000000000000000000000000000000,0.0000000000000000000000000000000,446924.887173715,4636889.37941265
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,359036.0000000000000000000000000000000,1 QUINCY COURT,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,SANBORN_MAP,DS01228,218.0000000000000000000000000000000,AERIALS98,,"218",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,359036.0000000000000000000000000000000,S,,,,,9031.7500000000000000000000000000000,412.1227426159999822630197741091251,STATE,ST,19.0000000000000000000000000000000,,220.0000000000000000000000000000000,,,1176292.7981694301124662160873413085938,1899289.8962443300988525152206420898438,1913.0000000000000000000000000000000,0.0000000000000000000000000000000,447880.116986927,4636532.39112388
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,353753.0000000000000000000000000000000,BLUE CROSS-BLUE SHIELD,,1631600.0000000000000000000000000000000,ACTIVE,,POSTED 300 E RANDOLPH CHECKED,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,DRR,300.0000000000000000000000000000000,AERIALS98,"01710318034000","300",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,353753.0000000000000000000000000000000,E,,,,,40298.7500000000000000000000000000000,886.9840316779999511709320358932018,RANDOLPH,ST,30.0000000000000000000000000000000,,300.0000000000000000000000000000000,,,1178521.5684610900934785604476928710938,1901442.0536517701111733913421630859375,1899.0000000000000000000000000000000,0.0000000000000000000000000000000,448569.349313003,4637175.8602844
2002-12-20,08:00:00.000,NEEDS MINOR REPAIR,2002-12-20,08:00:00.000,,,815084.0000000000000000000000000000000,TOKYO HOTEL,,64300.0000000000000000000000000000000,ACTIVE,,,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,TC,17.0000000000000000000000000000000,AERIALS98,"01710119003000","17",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,346213.0000000000000000000000000000000,E,,,,,4679.2500000000000000000000000000000,290.0680217429999743217194918543100,OHIO,ST,16.0000000000000000000000000000000,,19.0000000000000000000000000000000,,,1176481.3730637799017131328582763671875,1904122.0629109900910407304763793945312,1928.0000000000000000000000000000000,0.0000000000000000000000000000000,447960.17292759,4638003.08289795
2007-12-06,08:00:00.000,,2007-12-06,08:00:00.000,,,870222.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DT00211,,,2007-12-06,08:00:00.000,PARCELS,DT00211,1454.0000000000000000000000000000000,AERIALS,,"1454",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374470.0000000000000000000000000000000,S,2007-12-06,08:00:00.000,,DT00211,690.6900000000000545696821063756943,116.4928748669999976073086145333946,PRAIRIE,AVE,0.0000000000000000000000000000000,,1454.0000000000000000000000000000000,,,1178180.2431121200788766145706176757812,1893405.1385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448427.255906034,4634731.8956939
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,365045.0000000000000000000000000000000,,,11500.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,621.0000000000000000000000000000000,AERIALS98,"01716408034000","621",96.0000000000000000000000000000000,0.0000000000000000000000000000000,,365045.0000000000000000000000000000000,S,,,,,12326.5000000000000000000000000000000,447.2548288009999737369071226567030,PLYMOUTH,CT,9.0000000000000000000000000000000,,621.0000000000000000000000000000000,,,1176236.6502989600412547588348388671875,1897400.7234048200771212577819824218750,1986.0000000000000000000000000000000,0.0000000000000000000000000000000,447854.077664218,4635956.01568416
2002-12-20,08:00:00.000,NEEDS MINOR REPAIR,2002-12-20,08:00:00.000,,,814091.0000000000000000000000000000000,,,28100.0000000000000000000000000000000,ACTIVE,,SPLIT- GAVE HUBBARD ADDRESS,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,KSR,30.0000000000000000000000000000000,AERIALS98,"01709255021000","30",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,349442.0000000000000000000000000000000,W,,,,,5861.0000000000000000000000000000000,316.6460830120000196075125131756067,HUBBARD,ST,5.0000000000000000000000000000000,,30.0000000000000000000000000000000,,,1175993.2156299799680709838867187500000,1903403.7758739499840885400772094726562,1925.0000000000000000000000000000000,0.0000000000000000000000000000000,447808.332052305,4637786.41682274
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870684.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1315.0000000000000000000000000000000,AERIALS,,"1315",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,870679.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,506.9250000000000113686837721616030,90.3129959718000066004606196656823,PLYMOUTH,CT,0.0000000000000000000000000000000,,1315.0000000000000000000000000000000,E,,1176464.9431121200323104858398437500000,1894426.4385121199302375316619873046875,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447909.485886248,4635051.13192518
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870729.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1355.0000000000000000000000000000000,AERIALS,,"1355",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372994.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,802.7300000000000181898940354585648,117.3388109050000025490589905530214,PLYMOUTH,CT,0.0000000000000000000000000000000,,1355.0000000000000000000000000000000,,,1176317.4431121100205928087234497070312,1893910.7385121199768036603927612304688,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447862.152112318,4634894.75538314
2002-12-20,08:00:00.000,,2002-12-20,08:00:00.000,,,814767.0000000000000000000000000000000,200 WEST JACKSON,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,SKYSCRAPERS.COM,DS01228,200.0000000000000000000000000000000,AERIALS98,,"200",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,359596.0000000000000000000000000000000,W,2005-01-20,08:00:00.000,ASSESS2002,DS01228,18949.0000000000000000000000000000000,559.1108400519999577227281406521797,JACKSON,BLVD,27.0000000000000000000000000000000,,200.0000000000000000000000000000000,,,1174673.6741731599904596805572509765625,1899075.2882196300197392702102661132812,1970.0000000000000000000000000000000,0.0000000000000000000000000000000,447385.847060311,4636472.82060857
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,352274.0000000000000000000000000000000,STORAGE,,0.0000000000000000000000000000000,ACTIVE,,STORAGE/GARAGE BUILDING,,,,,,2002-12-20,08:00:00.000,FIELDWORK,DRR,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,352274.0000000000000000000000000000000,,,,,,2143.7500000000000000000000000000000,188.5819290290000083132326835766435,,,1.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1178583.4131845000665634870529174804688,1902242.0598245700821280479431152343750,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448591.924521717,4637421.05645666
2007-11-20,08:00:00.000,SOUND,2007-11-20,08:00:00.000,,,868605.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2005-02-27,08:00:00.000,DT00255,,,2007-11-20,08:00:00.000,PARCELS,DT00255,315.0000000000000000000000000000000,AERIALS,"01710301004000","315",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,351648.0000000000000000000000000000000,N,2007-11-20,08:00:00.000,,DT00255,5421.0500000000001818989403545856476,295.0241351710000117236631922423840,MICHIGAN,AVE,4.0000000000000000000000000000000,,323.0000000000000000000000000000000,,,1177348.1431121199857443571090698242188,1902358.2385121199768036603927612304688,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448216.113572485,4637463.36409882
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870795.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1343.0000000000000000000000000000000,AERIALS,,"1343",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,373402.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,628.1000000000000227373675443232059,109.1674862149999967186886351555586,CLARK,ST,0.0000000000000000000000000000000,,1343.0000000000000000000000000000000,,,1175807.0431121198926120996475219726562,1893979.3385121200699359178543090820312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447706.853911739,4634918.06176807
2002-12-20,08:00:00.000,SOUND,2002-12-20,08:00:00.000,,,814688.0000000000000000000000000000000,CITY CENTER,,251900.0000000000000000000000000000000,ACTIVE,,CITY CENTER/WHISKEY BLUE/WE RESTAURANT,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,LGP,172.0000000000000000000000000000000,AERIALS98,"01716210014000","172",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,358321.0000000000000000000000000000000,W,2005-01-20,08:00:00.000,ASSESS2002,DS01228,11504.0000000000000000000000000000000,636.8415505120000261740642599761486,ADAMS,ST,22.0000000000000000000000000000000,,176.0000000000000000000000000000000,,,1174932.4592544699553400278091430664062,1899595.5289603800047188997268676757812,1927.0000000000000000000000000000000,0.0000000000000000000000000000000,447465.570649788,4636616.20666989
2007-12-11,08:00:00.000,,2007-12-11,08:00:00.000,,,870974.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-11,08:00:00.000,PARCELS,DS06183,1438.0000000000000000000000000000000,AERIALS,,"1438",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374566.0000000000000000000000000000000,S,2007-12-11,08:00:00.000,,DS06183,425.1050000000000181898940354585648,96.5221411378999931685029878281057,STATE,ST,0.0000000000000000000000000000000,,1438.0000000000000000000000000000000,,,1176480.6431121199857443571090698242188,1893387.1385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447909.471462461,4634734.42943784
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,366011.0000000000000000000000000000000,,,41900.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,719.0000000000000000000000000000000,AERIALS98,"01716405042000","719",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,366011.0000000000000000000000000000000,S,,,,,13950.3750000000000000000000000000000,485.0992965949999984331952873617411,CLARK,ST,3.0000000000000000000000000000000,,739.0000000000000000000000000000000,,,1175721.6225113400723785161972045898438,1897008.3622937100008130073547363281250,1934.0000000000000000000000000000000,0.0000000000000000000000000000000,447695.293390278,4635838.56248848
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,353131.0000000000000000000000000000000,CTA STATION,,0.0000000000000000000000000000000,ACTIVE,,CTA PLATFORM STATE AND LAKE,,,,,,2002-12-20,08:00:00.000,FIELDWORK,KSR,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,353131.0000000000000000000000000000000,,,,,,5987.0000000000000000000000000000000,819.1101637790000040695304051041603,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1176329.6459060499910265207290649414062,1901735.0227875600103288888931274414062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447904.798238479,4637282.90707407
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870925.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1463.0000000000000000000000000000000,AERIALS,,"1463",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374617.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,610.1349999999999909050529822707176,108.8441439709999940532725304365158,CLARK,ST,0.0000000000000000000000000000000,,1463.0000000000000000000000000000000,,,1175828.1431121199857443571090698242188,1893196.9385121199302375316619873046875,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447709.82983517,4634679.59643803
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,373248.0000000000000000000000000000000,,,2774.0000000000000000000000000000000,ACTIVE,,,2001-10-01,07:00:00.000,,,,2002-12-20,08:00:00.000,SANBORN_MAP,MML,1337.0000000000000000000000000000000,AERIALS98,"01721213078000","1337",1.0000000000000000000000000000000,0.0000000000000000000000000000000,,373248.0000000000000000000000000000000,S,2003-06-16,07:00:00.000,PARCELS,DS06284,1115.0000000000000000000000000000000,140.0156973590000006879563443362713,FEDERAL,ST,2.0000000000000000000000000000000,,1337.0000000000000000000000000000000,,,1176128.6147026799153536558151245117188,1894033.3808122300542891025543212890625,1996.0000000000000000000000000000000,0.0000000000000000000000000000000,447805.207476622,4634932.15405475
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,362197.0000000000000000000000000000000,,,5400.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,401.0000000000000000000000000000000,AERIALS98,"01716241025000","401",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,362197.0000000000000000000000000000000,S,,,,,4828.5000000000000000000000000000000,294.1405839340000056836288422346115,FINANCIAL,PL,1.0000000000000000000000000000000,,401.0000000000000000000000000000000,,,1174997.7078718598932027816772460937500,1898405.1524171601049602031707763671875,1988.0000000000000000000000000000000,0.0000000000000000000000000000000,447481.400866064,4636268.38367655
