VEHICLE,TIME,LINK,DIR,LANE,OFFSET,SPEED,ACCEL,VEH_TYPE,DRIVER,PASSENGERS,X_COORD,Y_COORD
134908,3:04:30,217,0,3,67.5,30.0,0.0,1,13490801,0,447855.86243224615,4637141.911642715
226191,3:04:30,2050,0,1,52.5,0.0,0.0,1,22619101,0,448501.60488131794,4636092.084523304
40287,3:04:30,25,0,1,45.0,22.5,0.0,1,4028701,0,447261.5243176748,4636294.499223949
51369,3:04:30,766,1,2,75.0,0.0,0.0,1,5136901,0,447483.57265859237,4636437.966137983
187116,3:04:30,722,1,1,60.0,0.0,0.0,1,18711601,0,447392.9676971021,4638202.088996851
211598,3:04:30,207,1,1,127.5,0.0,0.0,1,21159801,0,447247.3337459581,4637142.0415749075
282905,3:04:30,1891,1,1,7.5,0.0,0.0,1,28290501,0,447543.35839564225,4637665.99565943
49872,3:05,29,0,1,15.0,7.5,7.5,1,4987201,0,447145.36749369337,4636293.668652352
226191,3:05,2050,0,1,60.0,7.5,7.5,1,22619101,0,448502.15241774713,4635921.8747153655
40287,3:05,29,0,1,7.5,7.5,7.5,1,4028701,0,447150.94156418706,4636293.925516999
51369,3:05,766,1,2,82.5,7.5,7.5,1,5136901,0,447477.99993955303,4636437.875653263
187116,3:05,722,1,1,67.5,7.5,7.5,1,18711601,0,447390.96197338926,4638351.869257969
211598,3:05,218,0,4,120.0,22.5,7.5,1,21159801,0,447681.1780686248,4637120.179158574
282905,3:05,1270,1,1,7.5,7.5,7.5,1,28290501,0,446812.8093599588,4635764.42236271
49872,3:05:30,1210,0,1,225.0,0.0,0.0,1,4987201,0,448177.8775435565,4638473.291947393
226191,3:05:30,2060,1,1,60.0,0.0,0.0,1,22619101,0,448499.84041412926,4638834.398953835
40287,3:05:30,1210,0,1,217.5,0.0,0.0,1,4028701,0,448172.17477510986,4638446.717163736
51369,3:05:30,765,1,2,52.5,0.0,0.0,1,5136901,0,447462.67432729015,4636438.047509174
187116,3:05:30,721,1,1,67.5,0.0,0.0,1,18711601,0,447388.74928256194,4638395.104007944
211598,3:05:30,134,0,2,60.0,0.0,0.0,1,21159801,0,447785.6842037122,4638645.207409374
282905,3:05:30,810,0,2,41.7,7.5,7.5,1,28290501,0,447533.9000765145,4637004.207123364
49872,3:06,929,0,1,82.5,22.5,0.0,1,4987201,0,446747.6499395782,4636290.833140378
40287,3:06,929,0,1,45.0,22.5,7.5,1,4028701,0,446775.51339195186,4636291.174609658
51369,3:06,764,1,3,52.5,0.0,0.0,1,5136901,0,447376.9771552868,4636437.621133874
187116,3:06,720,1,1,60.0,0.0,0.0,1,18711601,0,447392.0385095629,4638359.973962361
211598,3:06,139,1,3,127.5,0.0,0.0,1,21159801,0,447715.015717785,4634582.219130376
282905,3:06,493,1,2,7.5,0.0,0.0,1,28290501,0,447639.0539317057,4637846.778735042
39564,3:06,769,0,2,82.5,22.5,7.5,1,3956401,0,447723.90236467496,4636440.136036561
85804,3:06,2285,1,3,75.0,7.5,0.0,1,8580401,0,447316.4875148682,4635456.257833699
121049,3:06,1650,0,1,75.0,15.0,0.0,1,12104901,0,448127.63933402096,4638350.558988818
144682,3:06,339,1,1,82.5,15.0,0.0,1,14468201,0,447832.5292076297,4636927.927902352
274311,3:06,1202,1,1,112.5,22.5,7.5,1,27431101,0,447853.0544283937,4639482.8476454755
51369,3:06:30,763,0,3,112.5,0.0,0.0,1,5136901,0,447376.59341655637,4636437.616670704
187116,3:06:30,720,1,1,60.0,0.0,0.0,1,18711601,0,447392.0385095629,4638359.973962361
211598,3:06:30,833,0,2,15.0,0.0,0.0,1,21159801,0,447768.97291547986,4637913.795686026
282905,3:06:30,492,1,2,105.0,0.0,0.0,1,28290501,0,447451.76340688765,4637843.9362738505
39564,3:06:30,767,1,1,30.0,0.0,0.0,1,3956401,0,447540.19638984866,4636438.871490372
85804,3:06:30,157,1,3,210.0,0.0,0.0,1,8580401,0,446479.6949840258,4636710.15327535
121049,3:06:30,1650,0,1,105.0,0.0,0.0,1,12104901,0,448131.8953438644,4639069.579423957
144682,3:06:30,2194,0,3,52.5,0.0,0.0,1,14468201,0,447908.75226899976,4635937.530162083
51369,3:07,1087,1,3,52.5,7.5,0.0,1,5136901,0,447123.16652877635,4637077.886291489
187116,3:07,718,1,1,52.5,0.0,0.0,1,18711601,0,447395.1694161723,4638394.631347352
211598,3:07,835,1,2,60.0,0.0,0.0,1,21159801,0,447429.5388412496,4637591.639745397
39564,3:07,765,1,1,52.5,0.0,0.0,1,3956401,0,447462.67432729015,4636438.047509174
85804,3:07,1615,0,3,67.5,30.0,0.0,1,8580401,0,446633.48933916993,4636571.909075354
121049,3:07,1010,0,2,30.0,0.0,0.0,1,12104901,0,447558.17588692,4636165.830636695
144682,3:07,273,1,2,127.5,30.0,0.0,1,14468201,0,447878.2513543533,4639123.850499753
51369,3:07:30,507,1,3,135.0,0.0,0.0,1,5136901,0,447215.6964847471,4634107.308623471
187116,3:07:30,718,1,1,52.5,0.0,0.0,1,18711601,0,447395.1694161723,4638394.631347352
211598,3:07:30,1695,0,2,30.0,30.0,7.5,1,21159801,0,447757.9412001818,4638352.977402869
39564,3:07:30,764,1,3,52.5,0.0,0.0,1,3956401,0,447376.9771552868,4636437.621133874
85804,3:07:30,1619,1,3,37.5,0.0,0.0,1,8580401,0,446513.7637094076,4636570.5512960525
121049,3:07:30,1008,1,3,37.5,0.0,0.0,1,12104901,0,447638.6759447808,4636166.177993408
144682,3:07:30,1991,0,1,30.0,15.0,0.0,1,14468201,0,447866.07162564277,4637443.784456525
51369,3:08,29,0,1,7.5,0.0,0.0,1,5136901,0,447150.94156418706,4636293.925516999
187116,3:08,2171,0,3,120.0,0.0,0.0,1,18711601,0,447314.5171039252,4637419.222393588
211598,3:08,1696,0,3,37.5,0.0,0.0,1,21159801,0,446958.50643120124,4635790.878478979
39564,3:08,763,0,3,112.5,0.0,0.0,1,3956401,0,447376.59341655637,4636437.616670704
85804,3:08,1620,0,2,67.5,0.0,0.0,1,8580401,0,446435.74954245926,4636569.669203006
121049,3:08,1007,0,3,112.5,0.0,0.0,1,12104901,0,447581.3501484889,4636165.84018676
144682,3:08,783,1,1,45.0,0.0,0.0,1,14468201,0,447253.76272910595,4637004.369154827
51369,3:08:30,1210,0,1,217.5,22.5,0.0,1,5136901,0,448172.17477510986,4638446.717163736
187116,3:08:30,2171,0,3,120.0,0.0,0.0,1,18711601,0,447314.5171039252,4637419.222393588
211598,3:08:30,1696,0,3,37.5,0.0,0.0,1,21159801,0,446958.50643120124,4635790.878478979
39564,3:08:30,761,1,2,15.0,0.0,0.0,1,3956401,0,447172.12414000084,4636436.165899099
121049,3:08:30,1004,1,3,82.5,0.0,0.0,1,12104901,0,447849.2871594922,4636167.214398517
144682,3:08:30,153,0,1,60.0,0.0,-22.5,1,14468201,0,448159.3813911885,4636733.3299207855
19337,3:08:30,2080,1,3,135.0,0.0,0.0,1,1933701,0,448156.18397256086,4638837.96932574
43168,3:08:30,2071,1,2,7.5,0.0,0.0,1,4316801,0,448203.28393853625,4636024.928572323
101167,3:08:30,1010,0,2,30.0,0.0,0.0,1,10116701,0,447558.17588692,4636165.830636695
228923,3:08:30,1098,1,3,67.5,0.0,0.0,1,22892301,0,447182.52248904674,4635718.097487839
287290,3:08:30,494,0,3,105.0,0.0,0.0,1,28729001,0,447722.62191165274,4637847.292964399
51369,3:09,1210,0,1,225.0,0.0,0.0,1,5136901,0,448177.8775435565,4638473.291947393
187116,3:09,1192,1,2,7.5,0.0,0.0,1,18711601,0,447908.2381214011,4637416.9728798475
39564,3:09,507,1,3,135.0,7.5,0.0,1,3956401,0,447215.6964847471,4634107.308623471
121049,3:09,2083,0,2,135.0,0.0,0.0,1,12104901,0,447953.14908853837,4636166.246533714
144682,3:09,153,0,1,60.0,0.0,0.0,1,14468201,0,448159.3813911885,4636733.3299207855
19337,3:09,2213,1,3,337.5,0.0,-7.5,1,1933701,0,447166.0502275445,4636032.408308065
43168,3:09,672,1,2,7.5,0.0,0.0,1,4316801,0,447463.13335234404,4636148.253877019
101167,3:09,1008,1,3,37.5,0.0,0.0,1,10116701,0,447638.6759447808,4636166.177993408
228923,3:09,1098,1,3,67.5,0.0,0.0,1,22892301,0,447182.52248904674,4635718.097487839
287290,3:09,143,1,3,37.5,0.0,0.0,1,28729001,0,447637.99611425836,4638550.348292208
51369,3:09:30,933,0,1,7.5,22.5,0.0,1,5136901,0,446560.1777304556,4636288.987398481
187116,3:09:30,1191,0,2,97.5,0.0,0.0,1,18711601,0,447527.47982023365,4635134.647146149
39564,3:09:30,29,0,1,7.5,0.0,0.0,1,3956401,0,447150.94156418706,4636293.925516999
121049,3:09:30,285,1,1,67.5,0.0,0.0,1,12104901,0,448310.70904990024,4636150.995969223
144682,3:09:30,942,1,1,82.5,22.5,0.0,1,14468201,0,448447.274106553,4636735.425633261
19337,3:09:30,2213,1,3,337.5,0.0,0.0,1,1933701,0,447166.0502275445,4636032.408308065
43168,3:09:30,285,1,2,67.5,0.0,0.0,1,4316801,0,448310.70904990024,4636150.995969223
101167,3:09:30,1007,0,3,112.5,0.0,0.0,1,10116701,0,447581.3501484889,4636165.84018676
228923,3:09:30,1100,0,4,67.5,7.5,0.0,1,22892301,0,447141.3648411186,4638402.178801414
187116,3:10,1191,0,2,105.0,7.5,7.5,1,18711601,0,447527.4812155348,4634959.098441742
39564,3:10,29,0,1,15.0,7.5,7.5,1,3956401,0,447145.36749369337,4636293.668652352
121049,3:10,285,1,1,75.0,7.5,7.5,1,12104901,0,448305.13628482673,4636150.926664972
144682,3:10,942,1,1,202.5,0.0,0.0,1,14468201,0,448358.1168037718,4636734.260286789
19337,3:10,2213,1,3,345.0,7.5,7.5,1,1933701,0,447171.6231560154,4636032.482986922
43168,3:10,285,1,2,75.0,7.5,7.5,1,4316801,0,448305.13628482673,4636150.926664972
101167,3:10,1007,0,3,120.0,7.5,7.5,1,10116701,0,447575.7776517648,4636165.808555083
228923,3:10,220,0,3,112.5,0.0,0.0,1,22892301,0,447569.7300806656,4637141.503927307
34764,3:10,26,0,1,52.5,0.0,-7.5,1,3476401,0,447195.26494840113,4636294.194888226
92353,3:10,65,0,3,52.5,22.5,0.0,1,9235301,0,447498.8796800546,4636578.869439993
161427,3:10,58,0,4,112.5,0.0,-7.5,1,16142701,0,447449.9153035131,4636862.317759621
251348,3:10,1136,0,1,30.0,15.0,0.0,1,25134801,0,447987.6711546704,4637653.118211711
274495,3:10,1202,1,1,247.5,22.5,0.0,1,27449501,0,447806.1442215736,4641951.223571978
187116,3:10:30,813,0,2,135.0,0.0,0.0,1,18711601,0,447629.07418194064,4638385.391944832
39564,3:10:30,1210,0,1,225.0,0.0,0.0,1,3956401,0,448177.8775435565,4638473.291947393
121049,3:10:30,284,0,2,172.5,0.0,0.0,1,12104901,0,448152.85056015005,4636162.149216094
144682,3:10:30,942,1,1,202.5,0.0,0.0,1,14468201,0,448358.1168037718,4636734.260286789
19337,3:10:30,877,0,3,60.0,0.0,0.0,1,1933701,0,448087.89765845856,4635253.084317341
43168,3:10:30,284,0,1,172.5,0.0,0.0,1,4316801,0,448152.85056015005,4636162.149216094
101167,3:10:30,2083,0,3,135.0,0.0,0.0,1,10116701,0,447953.14908853837,4636166.246533714
228923,3:10:30,218,1,3,127.5,0.0,0.0,1,22892301,0,447863.2421144788,4637164.622751564
34764,3:10:30,26,0,1,52.5,0.0,0.0,1,3476401,0,447195.26494840113,4636294.194888226
92353,3:10:30,65,0,3,60.0,0.0,0.0,1,9235301,0,447493.30733757233,4636578.815104973
161427,3:10:30,732,0,3,7.5,30.0,7.5,1,16142701,0,447529.12096370663,4637181.768258542
251348,3:10:30,1142,0,2,112.5,0.0,0.0,1,25134801,0,447824.74694542604,4637412.307031152
274495,3:10:30,1202,1,1,247.5,0.0,0.0,1,27449501,0,447806.1442215736,4641951.223571978
187116,3:11,804,1,1,30.0,0.0,0.0,1,18711601,0,447505.3810600954,4638411.156665067
39564,3:11,929,0,1,82.5,22.5,0.0,1,3956401,0,446747.6499395782,4636290.833140378
121049,3:11,1052,0,2,52.5,0.0,0.0,1,12104901,0,448490.9072964522,4636147.684603791
144682,3:11,944,1,1,262.5,0.0,-7.5,1,14468201,0,448592.9269378418,4636737.936558797
43168,3:11,1052,0,1,52.5,0.0,0.0,1,4316801,0,448490.9072964522,4636147.684603791
101167,3:11,672,1,2,7.5,0.0,0.0,1,10116701,0,447463.13335234404,4636148.253877019
228923,3:11,218,1,3,127.5,0.0,0.0,1,22892301,0,447863.2421144788,4637164.622751564
34764,3:11,28,1,1,52.5,0.0,0.0,1,3476401,0,447195.5230029051,4636294.475803466
92353,3:11,65,0,3,60.0,0.0,0.0,1,9235301,0,447493.30733757233,4636578.815104973
161427,3:11,1192,1,2,7.5,0.0,0.0,1,16142701,0,447908.2381214011,4637416.9728798475
251348,3:11,1958,1,1,7.5,0.0,0.0,1,25134801,0,448191.37994001916,4637499.678480458
274495,3:11,125,0,1,90.0,0.0,-7.5,1,27449501,0,448050.22354549996,4636263.540317368
187116,3:11:30,804,1,1,30.0,0.0,0.0,1,18711601,0,447505.3810600954,4638411.156665067
121049,3:11:30,1898,1,2,472.5,0.0,0.0,1,12104901,0,448605.3430863108,4627032.965978608
43168,3:11:30,1898,1,2,465.0,0.0,0.0,1,4316801,0,448603.56830102234,4627186.766383108
101167,3:11:30,285,1,1,67.5,0.0,0.0,1,10116701,0,448310.70904990024,4636150.995969223
228923,3:11:30,1402,1,2,75.0,0.0,0.0,1,22892301,0,447961.71867113677,4637141.61581525
34764,3:11:30,29,0,1,7.5,0.0,0.0,1,3476401,0,447150.94156418706,4636293.925516999
92353,3:11:30,157,1,3,210.0,0.0,0.0,1,9235301,0,446479.6949840258,4636710.15327535
161427,3:11:30,1191,0,2,97.5,0.0,0.0,1,16142701,0,447527.47982023365,4635134.647146149
121049,3:12,944,1,1,165.0,22.5,0.0,1,12104901,0,448665.36487168854,4636738.569464431
43168,3:12,944,1,1,112.5,22.5,7.5,1,4316801,0,448704.369902708,4636738.910564931
101167,3:12,284,0,2,172.5,0.0,0.0,1,10116701,0,448152.85056015005,4636162.149216094
228923,3:12,1966,0,2,37.5,22.5,7.5,1,22892301,0,448160.4350060141,4636455.197673155
34764,3:12,1210,0,1,225.0,0.0,0.0,1,3476401,0,448177.8775435565,4638473.291947393
92353,3:12,1615,0,3,52.5,30.0,0.0,1,9235301,0,446644.63421679824,4636572.036213824
161427,3:12,813,0,2,135.0,0.0,0.0,1,16142701,0,447629.07418194064,4638385.391944832
42706,3:12,120,1,2,45.0,0.0,0.0,1,4270601,0,446969.0214070448,4636167.7938987445
75681,3:12,61,1,3,127.5,0.0,0.0,1,7568101,0,447870.7916308918,4636582.6744830785
145438,3:12,2166,1,3,75.0,15.0,0.0,1,14543801,0,447822.2735835066,4637413.062148751
192905,3:12,661,0,1,112.5,0.0,0.0,1,19290501,0,448291.13847211556,4636452.614212579
253725,3:12,378,0,1,120.0,0.0,0.0,1,25372501,0,448128.8899514185,4637341.977979652
121049,3:12:30,944,1,1,262.5,0.0,0.0,1,12104901,0,448592.9269378418,4636737.936558797
43168,3:12:30,944,1,1,255.0,0.0,0.0,1,4316801,0,448598.4990874798,4636737.985217689
101167,3:12:30,1052,0,2,52.5,0.0,0.0,1,10116701,0,448490.9072964522,4636147.684603791
228923,3:12:30,553,1,1,45.0,0.0,0.0,1,22892301,0,448225.4658255037,4637397.472344146
34764,3:12:30,1210,0,1,225.0,0.0,0.0,1,3476401,0,448177.8775435565,4638473.291947393
92353,3:12:30,1619,1,3,37.5,0.0,0.0,1,9235301,0,446513.7637094076,4636570.5512960525
161427,3:12:30,804,1,1,30.0,0.0,-7.5,1,16142701,0,447505.3810600954,4638411.156665067
42706,3:12:30,780,1,1,30.0,15.0,-15.0,1,4270601,0,447839.61004341627,4636723.700553394
75681,3:12:30,61,1,3,127.5,0.0,0.0,1,7568101,0,447870.7916308918,4636582.6744830785
145438,3:12:30,2194,0,3,37.5,30.0,0.0,1,14543801,0,447907.9669184329,4636281.627950352
192905,3:12:30,661,0,1,120.0,7.5,7.5,1,19290501,0,448296.7121073168,4636452.83650225
253725,3:12:30,378,0,1,127.5,7.5,7.5,1,25372501,0,448134.46151851054,4637342.009985318
101167,3:13,1898,1,2,337.5,30.0,0.0,1,10116701,0,448573.42055826087,4629801.379098997
228923,3:13,1235,1,1,105.0,22.5,0.0,1,22892301,0,447606.46876511007,4635567.776679325
92353,3:13,1620,0,2,67.5,0.0,0.0,1,9235301,0,446435.74954245926,4636569.669203006
161427,3:13,804,1,1,30.0,0.0,0.0,1,16142701,0,447505.3810600954,4638411.156665067
42706,3:13,783,1,1,45.0,0.0,0.0,1,4270601,0,447253.76272910595,4637004.369154827
75681,3:13,67,0,3,97.5,30.0,0.0,1,7568101,0,447218.83036518615,4636577.176085315
145438,3:13,783,1,1,37.5,0.0,0.0,1,14543801,0,447259.3343595796,4637004.371397953
192905,3:13,1693,0,2,37.5,0.0,0.0,1,19290501,0,447760.08742541575,4638469.840918897
253725,3:13,707,1,1,150.0,15.0,0.0,1,25372501,0,448199.28280695225,4634087.730113462
101167,3:13:30,1900,1,2,22.5,0.0,0.0,1,10116701,0,448371.9215806589,4637643.331676127
228923,3:13:30,1973,1,1,7.5,0.0,0.0,1,22892301,0,448372.30144197016,4637398.840509159
42706,3:13:30,153,0,1,60.0,7.5,-15.0,1,4270601,0,448159.3813911885,4636733.3299207855
75681,3:13:30,157,1,3,210.0,0.0,0.0,1,7568101,0,446479.6949840258,4636710.15327535
145438,3:13:30,153,0,1,37.5,22.5,0.0,1,14543801,0,448142.6630083042,4636732.923451603
192905,3:13:30,81,1,1,45.0,30.0,7.5,1,19290501,0,448039.16736639326,4637694.546049795
253725,3:13:30,1975,1,1,127.5,0.0,-7.5,1,25372501,0,447175.970675232,4637540.342302162
37003,3:13:30,21,0,1,30.0,0.0,0.0,1,3700301,0,447444.0634447363,4636296.065342093
62648,3:13:30,157,1,2,210.0,0.0,0.0,1,6264801,0,446479.6949840258,4636710.15327535
