VEHICLE,TIME,LINK,DIR,LANE,OFFSET,SPEED,ACCEL,VEH_TYPE,DRIVER,PASSENGERS,X_COORD,Y_COORD
77663,3:44,942,1,1,195.0,0.0,0.0,1,7766301,0,448363.6891365832,4636734.333088248
107388,3:44,214,1,2,97.5,0.0,0.0,1,10738801,0,446807.90095829655,4636856.23859036
118795,3:44,2083,0,3,135.0,0.0,0.0,1,11879501,0,447953.14908853837,4636166.246533714
212855,3:44,553,1,1,45.0,0.0,0.0,1,21285501,0,448225.4658255037,4637397.472344146
248546,3:44,81,0,2,82.5,0.0,0.0,1,24854601,0,448060.4745267212,4635102.024855612
21616,3:44,877,0,3,60.0,0.0,0.0,1,2161601,0,448087.89765845856,4635253.084317341
54325,3:44,153,0,1,60.0,0.0,0.0,1,5432501,0,448159.3813911885,4636733.3299207855
139565,3:44,1092,0,2,112.5,0.0,0.0,1,13956501,0,447204.8951510445,4636861.012970157
178444,3:44,980,0,3,60.0,30.0,0.0,1,17844401,0,446656.8740418196,4638123.198949954
235417,3:44,307,1,1,112.5,0.0,0.0,1,23541701,0,446773.0008317839,4639517.183659498
269037,3:44,856,1,2,135.0,0.0,0.0,1,26903701,0,448024.31630365894,4638469.180037982
98991,3:44,2083,0,2,135.0,0.0,0.0,1,9899101,0,447953.14908853837,4636166.246533714
152102,3:44,817,1,2,15.0,22.5,0.0,1,15210201,0,447537.37149028224,4637479.043341497
236106,3:44,308,1,1,127.5,0.0,0.0,1,23610601,0,448114.5301275097,4635062.767072461
20140,3:44,458,0,3,90.0,30.0,7.5,1,2014001,0,447606.54593604844,4634582.063392601
116413,3:44,942,1,1,187.5,0.0,0.0,1,11641301,0,448369.2614692096,4636734.405894068
128591,3:44,214,1,2,90.0,0.0,0.0,1,12859101,0,446802.3286538604,4636856.162613774
134770,3:44,214,1,2,120.0,0.0,0.0,1,13477001,0,446824.61787045357,4636856.466546277
176256,3:44,155,0,1,7.5,15.0,7.5,1,17625601,0,447011.26633939217,4636575.051446624
182006,3:44,214,1,2,112.5,0.0,0.0,1,18200601,0,446819.0455665937,4636856.390556612
193864,3:44,1139,0,1,112.5,0.0,0.0,1,19386401,0,447947.17995679943,4637367.107760338
249052,3:44,81,0,2,75.0,0.0,0.0,1,24905201,0,448059.1507554918,4635262.958281703
280614,3:44,492,0,3,105.0,0.0,0.0,1,28061401,0,447593.0421016322,4637846.40954063
37656,3:44,764,1,3,52.5,7.5,0.0,1,3765601,0,447376.9771552868,4636437.621133874
78901,3:44,2154,0,2,7.5,7.5,0.0,1,7890101,0,448192.8216025109,4636305.674884185
226810,3:44,1974,1,1,112.5,0.0,0.0,1,22681001,0,448446.54521158006,4637401.722885019
271886,3:44,81,0,2,67.5,0.0,0.0,1,27188601,0,448057.8271304736,4635423.891749142
14850,3:44,450,1,2,7.5,0.0,-30.0,1,1485001,0,447789.3930577259,4636037.27072919
20003,3:44,2269,0,2,22.5,15.0,7.5,1,2000301,0,447452.48988449445,4636033.95907915
88714,3:44,67,0,3,112.5,0.0,0.0,1,8871401,0,447207.6863313839,4636577.157718177
111759,3:44,780,1,1,112.5,0.0,0.0,1,11175901,0,447778.31394989474,4636722.876389764
146973,3:44,155,0,1,15.0,0.0,0.0,1,14697301,0,447005.6940093527,4636575.000865751
221862,3:44,308,1,1,135.0,0.0,0.0,1,22186201,0,448108.8812097132,4635050.5926624695
244472,3:44,1192,1,2,7.5,0.0,0.0,1,24447201,0,447908.2381214011,4637416.9728798475
247541,3:44,2161,1,2,7.5,0.0,0.0,1,24754101,0,447890.02758404304,4637499.443886592
31698,3:44,1052,0,2,52.5,0.0,0.0,1,3169801,0,448490.9072964522,4636147.684603791
67312,3:44,458,0,2,97.5,30.0,0.0,1,6731201,0,447608.8994797401,4634439.179532658
88873,3:44,67,0,2,112.5,0.0,0.0,1,8887301,0,447207.6863313839,4636577.157718177
96164,3:44,153,0,1,15.0,22.5,0.0,1,9616401,0,448125.94462286856,4636732.517021653
123685,3:44,1008,1,3,37.5,0.0,0.0,1,12368501,0,447638.6759447808,4636166.177993408
134874,3:44,214,1,2,105.0,0.0,0.0,1,13487401,0,446813.47326254065,4636856.314571308
159786,3:44,1139,0,2,112.5,0.0,0.0,1,15978601,0,447947.17995679943,4637367.107760338
169596,3:44,133,1,3,135.0,0.0,0.0,1,16959601,0,447781.755948692,4634158.681142426
195155,3:44,646,0,1,22.5,0.0,0.0,1,19515501,0,448199.4859391684,4637041.955718055
204354,3:44,139,1,3,127.5,0.0,0.0,1,20435401,0,447715.015717785,4634582.219130376
209330,3:44,1192,1,1,7.5,0.0,0.0,1,20933001,0,447908.2381214011,4637416.9728798475
263518,3:44,328,0,1,112.5,0.0,0.0,1,26351801,0,446827.606290162,4637407.886797779
280697,3:44,492,0,3,97.5,0.0,0.0,1,28069701,0,447587.47043546505,4637846.311948249
6446,3:44,1154,0,1,255.0,0.0,0.0,1,644601,0,447475.7720284342,4630387.776421512
35810,3:44,23,0,1,37.5,0.0,0.0,1,3581001,0,447345.0793423932,4636295.097797502
124874,3:44,216,0,3,45.0,0.0,-7.5,1,12487401,0,446646.2643868562,4636854.40382425
144111,3:44,274,0,2,37.5,22.5,7.5,1,14411101,0,447919.4744213281,4635806.902780465
161191,3:44,732,0,3,59.7,0.0,0.0,1,16119101,0,447538.4642061605,4636062.219042565
212746,3:44,1331,1,1,172.5,7.5,7.5,1,21274601,0,448057.6859940794,4637567.257029243
221053,3:44,307,1,1,105.0,0.0,0.0,1,22105301,0,446774.5333488267,4639359.009399546
269218,3:44,858,1,2,135.0,0.0,0.0,1,26921801,0,448031.07672181854,4638377.81190691
288583,3:44,494,1,3,105.0,0.0,0.0,1,28858301,0,447611.97898151906,4637846.6706487425
37113,3:44,21,0,1,30.0,7.5,0.0,1,3711301,0,447444.0634447363,4636296.065342093
58617,3:44,2013,1,1,7.5,7.5,7.5,1,5861701,0,448202.7089928915,4636294.162640415
75719,3:44,61,1,3,127.5,0.0,0.0,1,7571901,0,447870.7916308918,4636582.6744830785
116530,3:44,82,0,1,135.0,0.0,0.0,1,11653001,0,448080.2599073785,4633981.651923704
159806,3:44,1092,0,3,105.0,0.0,0.0,1,15980601,0,447210.46710493264,4636861.043620517
172040,3:44,131,1,2,67.5,0.0,-7.5,1,17204001,0,447792.7681160717,4635741.940649692
182865,3:44,722,1,1,45.0,22.5,7.5,1,18286501,0,447396.9796254256,4637902.528584024
198986,3:44,1428,1,3,37.5,22.5,7.5,1,19898601,0,447294.2385561455,4636375.695594652
123683,3:44:30,944,1,1,262.5,0.0,0.0,1,12368301,0,448592.9269378418,4636737.936558797
228048,3:44:30,2057,1,2,7.5,0.0,0.0,1,22804801,0,448515.5389931968,4637234.212440511
151876,3:44:30,217,0,3,52.5,22.5,-7.5,1,15187601,0,447867.0053606739,4637141.903077299
13890,3:44:30,458,0,2,112.5,0.0,0.0,1,1389001,0,447613.607056263,4634153.41191359
39536,3:44:30,933,0,1,22.5,22.5,0.0,1,3953601,0,446549.03288108064,4636288.923745953
121904,3:44:30,1052,0,2,60.0,7.5,7.5,1,12190401,0,448496.47494019265,4636147.05013161
139845,3:44:30,217,0,3,22.5,22.5,-7.5,1,13984501,0,447889.29121674865,4637141.885998779
184356,3:44:30,1191,0,2,67.5,7.5,-7.5,1,18435601,0,447527.4752784707,4635836.842446349
145846,3:44:30,944,1,1,232.5,0.0,0.0,1,14584601,0,448615.21553551557,4636738.131220522
156925,3:44:30,1094,1,2,105.0,7.5,0.0,1,15692501,0,447213.32068291184,4635229.204716536
185222,3:44:30,1191,0,1,60.0,22.5,7.5,1,18522201,0,447527.47440290195,4636012.3913920475
40413,3:44:30,1305,0,4,112.5,22.5,7.5,1,4041301,0,447410.5814553867,4636149.830892776
54440,3:44:30,944,1,1,255.0,0.0,0.0,1,5444001,0,448598.4990874798,4636737.985217689
99804,3:44:30,1898,1,1,37.5,22.5,7.5,1,9980401,0,448502.6606872816,4635953.452529907
77663,3:44:30,944,1,1,247.5,0.0,0.0,1,7766301,0,448604.07123697194,4636738.033880941
107388,3:44:30,215,0,1,45.0,22.5,0.0,1,10738801,0,446702.02714145876,4636854.795774008
118795,3:44:30,285,1,2,67.5,0.0,0.0,1,11879501,0,448310.70904990024,4636150.995969223
212855,3:44:30,553,1,1,45.0,0.0,0.0,1,21285501,0,448225.4658255037,4637397.472344146
54325,3:44:30,942,1,1,37.5,22.5,0.0,1,5432501,0,448480.70808288653,4636735.862925905
139565,3:44:30,1094,1,2,112.5,0.0,-7.5,1,13956501,0,447216.6510798605,4635110.657510902
178444,3:44:30,981,0,2,30.0,15.0,0.0,1,17844401,0,446665.9508818907,4637608.591900681
269037,3:44:30,2083,0,4,135.0,22.5,7.5,1,26903701,0,447953.14908853837,4636166.246533714
98991,3:44:30,285,1,1,67.5,0.0,0.0,1,9899101,0,448310.70904990024,4636150.995969223
152102,3:44:30,1191,1,4,67.5,15.0,7.5,1,15210201,0,447527.47534635925,4638982.096609481
20140,3:44:30,458,0,3,120.0,0.0,0.0,1,2014001,0,447615.96108908596,4634010.528154465
116413,3:44:30,944,1,1,240.0,0.0,0.0,1,11641301,0,448609.6433863172,4636738.082548551
128591,3:44:30,215,0,2,22.5,0.0,-15.0,1,12859101,0,446718.744064414,4636855.02348477
134770,3:44:30,215,0,2,60.0,7.5,7.5,1,13477001,0,446690.8825251943,4636854.64398863
176256,3:44:30,942,1,1,67.5,22.5,0.0,1,17625601,0,448458.41876607115,4636735.571380038
182006,3:44:30,216,0,3,37.5,22.5,0.0,1,18200601,0,446651.83623841085,4636854.418449832
193864,3:44:30,748,0,2,67.5,0.0,0.0,1,19386401,0,448131.0352319746,4636927.6677868785
280614,3:44:30,820,1,2,37.5,22.5,7.5,1,28061401,0,447543.0142371415,4637247.3265230525
37656,3:44:30,763,0,3,112.5,0.0,-7.5,1,3765601,0,447376.59341655637,4636437.616670704
78901,3:44:30,482,1,1,22.5,22.5,7.5,1,7890101,0,448277.06797606463,4636734.96707968
226810,3:44:30,1231,1,1,15.0,0.0,0.0,1,22681001,0,448514.90047320194,4637401.7315719165
271886,3:44:30,2462,1,2,15.0,15.0,0.0,1,27188601,0,447888.23592395766,4637874.467026718
14850,3:44:30,449,0,3,30.0,15.0,0.0,1,1485001,0,447781.33723658463,4636789.9888284905
20003,3:44:30,2267,1,2,112.5,0.0,0.0,1,2000301,0,447588.2966668748,4636035.506001344
88714,3:44:30,157,1,3,30.0,30.0,0.0,1,8871401,0,446613.42718550225,4636711.173295027
111759,3:44:30,783,1,1,37.5,0.0,0.0,1,11175901,0,447259.3343595796,4637004.371397953
146973,3:44:30,942,1,1,105.0,22.5,0.0,1,14697301,0,448430.55711588846,4636735.207045788
244472,3:44:30,1191,0,2,97.5,0.0,-7.5,1,24447201,0,447527.47982023365,4635134.647146149
247541,3:44:30,1203,1,2,157.5,7.5,-15.0,1,24754101,0,447951.67333009443,4634544.455035563
31698,3:44:30,1898,1,2,37.5,22.5,7.5,1,3169801,0,448502.6606872816,4635953.452529907
67312,3:44:30,458,0,2,120.0,0.0,0.0,1,6731201,0,447615.96108908596,4634010.528154465
88873,3:44:30,157,1,2,37.5,30.0,0.0,1,8887301,0,446607.8550120521,4636711.130744072
96164,3:44:30,482,1,1,75.0,22.5,7.5,1,9616401,0,448238.06219121965,4636734.53496056
123685,3:44:30,1007,0,3,112.5,0.0,0.0,1,12368501,0,447581.3501484889,4636165.84018676
134874,3:44:30,215,0,2,52.5,7.5,0.0,1,13487401,0,446696.4548334221,4636854.71987914
159786,3:44:30,748,0,3,67.5,0.0,0.0,1,15978601,0,448131.0352319746,4636927.6677868785
169596,3:44:30,134,0,2,30.0,15.0,0.0,1,16959601,0,447777.94932527095,4637928.696392925
195155,3:44:30,1990,1,3,90.0,7.5,-7.5,1,19515501,0,447877.8400040097,4634792.809043767
204354,3:44:30,1194,0,2,37.5,22.5,7.5,1,20435401,0,447185.2837106574,4637564.711407207
209330,3:44:30,1191,0,1,97.5,0.0,0.0,1,20933001,0,447527.47982023365,4635134.647146149
263518,3:44:30,665,0,1,82.5,0.0,0.0,1,26351801,0,447420.08813373436,4635959.54632236
280697,3:44:30,820,1,2,15.0,15.0,7.5,1,28069701,0,447534.3444375991,4637638.653985233
6446,3:44:30,1062,1,1,30.0,15.0,-7.5,1,644601,0,447314.7939415941,4636504.823097056
35810,3:44:30,29,0,1,7.5,0.0,0.0,1,3581001,0,447150.94156418706,4636293.925516999
144111,3:44:30,783,1,1,45.0,0.0,0.0,1,14411101,0,447253.76272910595,4637004.369154827
161191,3:44:30,1191,0,2,90.0,15.0,7.5,1,16119101,0,447527.47852887225,4635310.19589881
212746,3:44:30,1083,1,1,139.9,0.0,0.0,1,21274601,0,447115.03601741756,4639594.625502775
269218,3:44:30,857,1,3,135.0,0.0,0.0,1,26921801,0,448058.3022895773,4638748.221889283
288583,3:44:30,805,1,2,37.5,22.5,7.5,1,28858301,0,447503.9403811287,4638511.691203192
37113,3:44:30,28,1,1,59.1,0.0,0.0,1,3711301,0,447200.4267859188,4636294.512705347
58617,3:44:30,2073,0,3,127.5,0.0,0.0,1,5861701,0,448166.3347583908,4638651.374221503
75719,3:44:30,64,0,2,52.5,22.5,-7.5,1,7571901,0,447566.43704723427,4636579.447878317
116530,3:44:30,482,1,1,52.5,22.5,7.5,1,11653001,0,448254.7789571592,4636734.720128314
159806,3:44:30,1094,1,2,90.0,7.5,-7.5,1,15980601,0,447206.66036435496,4635466.299201543
172040,3:44:30,133,1,2,37.5,22.5,7.5,1,17204001,0,447773.416409445,4636363.988856923
182865,3:44:30,722,1,1,60.0,0.0,0.0,1,18286501,0,447392.9676971021,4638202.088996851
198986,3:44:30,1094,1,3,112.5,0.0,0.0,1,19898601,0,447216.6510798605,4635110.657510902
46977,3:44:30,1173,1,1,150.0,0.0,0.0,1,4697701,0,447325.5717006131,4635611.158337171
55082,3:44:30,155,0,1,7.5,22.5,0.0,1,5508201,0,447011.26633939217,4636575.051446624
96234,3:44:30,152,1,1,37.5,22.5,7.5,1,9623401,0,448086.9300980724,4636730.88602431
245788,3:44:30,495,1,4,37.5,0.0,-7.5,1,24578801,0,447739.63587220706,4637847.356147381
255182,3:44:30,2197,0,1,7.5,0.0,0.0,1,25518201,0,448179.89107135544,4637229.599412277
228048,3:45,2057,1,2,7.5,0.0,0.0,1,22804801,0,448515.5389931968,4637234.212440511
13890,3:45,458,0,2,120.0,7.5,7.5,1,1389001,0,447615.96108908596,4634010.528154465
121904,3:45,1898,1,1,480.0,7.5,7.5,1,12190401,0,448607.11802586506,4626879.165612274
184356,3:45,1191,0,2,82.5,0.0,0.0,1,18435601,0,447527.47734145785,4635485.7446997315
156925,3:45,1094,1,2,112.5,7.5,7.5,1,15692501,0,447216.6510798605,4635110.657510902
185222,3:45,1191,0,1,97.5,7.5,7.5,1,18522201,0,447527.47982023365,4635134.647146149
40413,3:45,1278,0,2,52.5,0.0,0.0,1,4041301,0,446675.33184412157,4637168.038703905
99804,3:45,1898,1,2,472.5,7.5,7.5,1,9980401,0,448605.3430863108,4627032.965978608
118795,3:45,285,1,2,75.0,7.5,7.5,1,11879501,0,448305.13628482673,4636150.926664972
212855,3:45,1320,0,1,119.1,7.5,7.5,1,21285501,0,448402.2462736676,4637534.494638464
54325,3:45,942,1,1,187.5,0.0,0.0,1,5432501,0,448369.2614692096,4636734.405894068
139565,3:45,1094,1,2,120.0,7.5,7.5,1,13956501,0,447219.9816352502,4634992.110329846
178444,3:45,1407,1,3,97.5,30.0,0.0,1,17844401,0,446737.6478910458,4637001.580433168
269037,3:45,1016,1,2,67.5,7.5,7.5,1,26903701,0,448133.17923535,4636159.723291778
98991,3:45,285,1,1,75.0,7.5,7.5,1,9899101,0,448305.13628482673,4636150.926664972
152102,3:45,2171,1,2,123.7,7.5,7.5,1,15210201,0,447395.38138131436,4637418.534780136
20140,3:45,458,0,3,127.5,7.5,7.5,1,2014001,0,447618.3152849433,4633867.64442895
176256,3:45,942,1,1,195.0,0.0,0.0,1,17625601,0,448363.6891365832,4636734.333088248
182006,3:45,984,0,2,45.0,0.0,0.0,1,18200601,0,446857.3510787487,4638428.098316464
193864,3:45,748,0,2,67.5,0.0,0.0,1,19386401,0,448131.0352319746,4636927.6677868785
280614,3:45,807,0,3,82.5,0.0,0.0,1,28061401,0,447521.52860256645,4635870.238527459
37656,3:45,763,0,3,120.0,7.5,7.5,1,3765601,0,447382.16564787494,4636437.640560318
78901,3:45,942,1,1,165.0,0.0,0.0,1,7890101,0,448385.9784659789,4636734.624337681
226810,3:45,1231,1,1,15.0,0.0,0.0,1,22681001,0,448514.90047320194,4637401.7315719165
14850,3:45,2276,1,2,37.5,7.5,7.5,1,1485001,0,447739.10919414856,4636036.998262215
20003,3:45,2267,1,2,112.5,0.0,0.0,1,2000301,0,447588.2966668748,4636035.506001344
88714,3:45,157,1,3,210.0,0.0,0.0,1,8871401,0,446479.6949840258,4636710.15327535
111759,3:45,783,1,1,37.5,0.0,0.0,1,11175901,0,447259.3343595796,4637004.371397953
146973,3:45,942,1,1,202.5,0.0,0.0,1,14697301,0,448358.1168037718,4636734.260286789
244472,3:45,1191,0,2,105.0,7.5,7.5,1,24447201,0,447527.4812155348,4634959.098441742
247541,3:45,1203,1,2,172.5,7.5,7.5,1,24754101,0,447956.2408675551,4634255.880321604
31698,3:45,1898,1,2,480.0,7.5,7.5,1,3169801,0,448607.11802586506,4626879.165612274
67312,3:45,458,0,2,127.5,7.5,7.5,1,6731201,0,447618.3152849433,4633867.64442895
88873,3:45,157,1,2,210.0,0.0,0.0,1,8887301,0,446479.6949840258,4636710.15327535
96164,3:45,942,1,1,180.0,0.0,0.0,1,9616401,0,448374.833801651,4636734.478704246
123685,3:45,1007,0,3,120.0,7.5,7.5,1,12368501,0,447575.7776517648,4636165.808555083
159786,3:45,748,0,3,67.5,0.0,0.0,1,15978601,0,448131.0352319746,4636927.6677868785
169596,3:45,833,0,1,19.0,7.5,7.5,1,16959601,0,447768.1370011615,4637997.687544169
195155,3:45,1990,1,3,96.5,7.5,7.5,1,19515501,0,447878.99207896163,4634653.33434448
204354,3:45,833,0,2,19.0,7.5,7.5,1,20435401,0,447768.1370011615,4637997.687544169
209330,3:45,1191,0,1,105.0,7.5,7.5,1,20933001,0,447527.4812155348,4634959.098441742
263518,3:45,665,0,1,90.0,7.5,7.5,1,26351801,0,447421.8101139296,4635804.639605835
280697,3:45,807,0,3,75.0,0.0,0.0,1,28069701,0,447521.04885626934,4636041.6819771435
6446,3:45,2271,0,2,7.5,7.5,7.5,1,644601,0,447901.9436425563,4636038.201434739
35810,3:45,29,0,1,15.0,7.5,7.5,1,3581001,0,447145.36749369337,4636293.668652352
144111,3:45,783,1,1,52.5,7.5,7.5,1,14411101,0,447248.19109855505,4637004.36691606
161191,3:45,1191,0,2,97.5,7.5,7.5,1,16119101,0,447527.47982023365,4635134.647146149
212746,3:45,1083,1,1,139.9,0.0,0.0,1,21274601,0,447115.03601741756,4639594.625502775
269218,3:45,857,1,3,135.0,0.0,0.0,1,26921801,0,448058.3022895773,4638748.221889283
37113,3:45,28,1,1,59.1,0.0,0.0,1,3711301,0,447200.4267859188,4636294.512705347
58617,3:45,2073,0,3,132.5,7.5,7.5,1,5861701,0,448164.62666678254,4638743.457967262
75719,3:45,157,1,3,195.0,0.0,0.0,1,7571901,0,446490.8393372298,4636710.238181081
116530,3:45,942,1,1,172.5,0.0,0.0,1,11653001,0,448380.40613390744,4636734.551518782
159806,3:45,1094,1,2,105.0,7.5,7.5,1,15980601,0,447213.32068291184,4635229.204716536
172040,3:45,833,0,1,7.5,0.0,0.0,1,17204001,0,447770.5403716347,4637756.498482461
182865,3:45,722,1,1,60.0,0.0,0.0,1,18286501,0,447392.9676971021,4638202.088996851
198986,3:45,1094,1,3,120.0,7.5,7.5,1,19898601,0,447219.9816352502,4634992.110329846
46977,3:45,1173,1,1,157.5,7.5,7.5,1,4697701,0,447319.9974013226,4635610.941690938
55082,3:45,942,1,1,157.5,0.0,0.0,1,5508201,0,448391.5507978653,4636734.697160936
96234,3:45,152,1,1,132.1,7.5,7.5,1,9623401,0,448016.62601432245,4636727.455515745
255182,3:45,2197,0,1,14.4,7.5,7.5,1,25518201,0,448180.58445701824,4637074.876080625
6817,3:45,965,0,3,251.8,7.5,7.5,1,681701,0,447741.2286713605,4630830.92231457
29072,3:45,2085,1,2,60.0,7.5,7.5,1,2907201,0,448190.51472210424,4637677.179002309
84973,3:45,157,1,3,202.5,0.0,0.0,1,8497301,0,446485.26716069784,4636710.195726035
118329,3:45,1650,0,1,112.5,7.5,7.5,1,11832901,0,448132.95948149194,4639249.33465845
130506,3:45,1096,1,2,72.4,7.5,7.5,1,13050601,0,447185.99362670607,4635544.980521605
153810,3:45,1094,1,3,112.5,7.5,7.5,1,15381001,0,447216.6510798605,4635110.657510902
161522,3:45,1371,1,2,67.5,7.5,7.5,1,16152201,0,447521.1013610574,4638223.828756757
267804,3:45,1143,0,2,7.5,0.0,0.0,1,26780401,0,447889.3116369628,4637573.689219059
276837,3:45,2151,0,1,103.1,7.5,7.5,1,27683701,0,448212.79761325504,4634468.180269672
45330,3:45,593,1,4,105.0,15.0,7.5,1,4533001,0,446847.1524284385,4636432.3196056485
54514,3:45,1446,1,3,135.0,0.0,-7.5,1,5451401,0,447802.16490122036,4633706.411935345
75502,3:45,63,1,3,75.0,30.0,0.0,1,7550201,0,447661.16478937765,4636580.096808877
78082,3:45,1446,1,3,120.0,0.0,-7.5,1,7808201,0,447799.8864514349,4634033.683418657
105400,3:45,370,0,1,112.5,0.0,-7.5,1,10540001,0,447205.1387786186,4636788.673690764
140500,3:45,55,0,2,82.5,30.0,0.0,1,14050001,0,447713.71692635986,4636865.4048447935
169038,3:45,341,1,1,112.5,0.0,-7.5,1,16903801,0,447615.3835731066,4636932.392227026
196408,3:45,636,0,1,135.0,0.0,-15.0,1,19640801,0,448401.3297645843,4635927.02899788
200554,3:45,665,0,1,52.5,22.5,0.0,1,20055401,0,447413.2017725465,4636579.173575227
220362,3:45,1389,1,1,52.5,22.5,0.0,1,22036201,0,447975.5233598252,4635251.542751551
228048,3:45:30,536,1,2,37.5,0.0,0.0,1,22804801,0,447966.00131807965,4637402.14906228
13890,3:45:30,1302,0,1,7.5,0.0,0.0,1,1389001,0,446877.7371280415,4636028.913490688
121904,3:45:30,944,1,1,255.0,0.0,0.0,1,12190401,0,448598.4990874798,4636737.985217689
184356,3:45:30,813,0,1,112.5,0.0,0.0,1,18435601,0,447611.9051938073,4638241.74653781
156925,3:45:30,214,1,2,112.5,0.0,0.0,1,15692501,0,446819.0455665937,4636856.390556612
185222,3:45:30,813,0,1,127.5,0.0,0.0,1,18522201,0,447623.3512552404,4638337.510135001
40413,3:45:30,931,0,1,22.5,0.0,0.0,1,4041301,0,446670.8759165553,4636290.004985327
99804,3:45:30,944,1,1,247.5,0.0,-15.0,1,9980401,0,448604.07123697194,4636738.033880941
118795,3:45:30,284,0,1,172.5,0.0,0.0,1,11879501,0,448152.85056015005,4636162.149216094
54325,3:45:30,942,1,1,187.5,0.0,0.0,1,5432501,0,448369.2614692096,4636734.405894068
139565,3:45:30,214,1,2,120.0,0.0,0.0,1,13956501,0,446824.61787045357,4636856.466546277
178444,3:45:30,1406,1,2,60.0,7.5,7.5,1,17844401,0,446753.9856901501,4637002.221042057
269037,3:45:30,1015,0,2,67.5,0.0,0.0,1,26903701,0,448103.65446857363,4636158.922573171
98991,3:45:30,284,0,2,172.5,0.0,0.0,1,9899101,0,448152.85056015005,4636162.149216094
152102,3:45:30,1107,1,2,300.0,0.0,0.0,1,15210201,0,447380.19227800047,4639047.086330348
20140,3:45:30,1302,0,2,15.0,0.0,0.0,1,2014001,0,446872.1645823228,4636028.891757043
176256,3:45:30,942,1,1,195.0,0.0,0.0,1,17625601,0,448363.6891365832,4636734.333088248
193864,3:45:30,791,1,3,82.5,22.5,0.0,1,19386401,0,447729.54897799285,4635645.956604592
280614,3:45:30,493,1,2,7.5,0.0,0.0,1,28061401,0,447639.0539317057,4637846.778735042
37656,3:45:30,507,1,3,52.5,22.5,7.5,1,3765601,0,447187.57668972213,4635630.9807033
78901,3:45:30,942,1,1,165.0,0.0,0.0,1,7890101,0,448385.9784659789,4636734.624337681
226810,3:45:30,536,1,2,30.0,0.0,0.0,1,22681001,0,447971.5728336248,4637402.179955419
14850,3:45:30,2268,0,2,67.5,0.0,0.0,1,1485001,0,447454.548125565,4636033.913100094
20003,3:45:30,457,1,2,232.5,0.0,0.0,1,2000301,0,447106.1561953034,4636030.644328447
88714,3:45:30,1619,1,3,30.0,0.0,0.0,1,8871401,0,446508.1912664953,4636570.487793034
111759,3:45:30,153,0,1,45.0,0.0,0.0,1,11175901,0,448148.2358028827,4636733.058936972
146973,3:45:30,942,1,1,202.5,0.0,0.0,1,14697301,0,448358.1168037718,4636734.260286789
244472,3:45:30,813,0,2,135.0,0.0,0.0,1,24447201,0,447629.07418194064,4638385.391944832
247541,3:45:30,659,1,1,105.0,0.0,0.0,1,24754101,0,447945.9126975226,4637660.727588957
31698,3:45:30,944,1,1,262.5,0.0,0.0,1,3169801,0,448592.9269378418,4636737.936558797
67312,3:45:30,1302,0,1,15.0,0.0,0.0,1,6731201,0,446872.1645823228,4636028.891757043
88873,3:45:30,1619,1,3,37.5,0.0,0.0,1,8887301,0,446513.7637094076,4636570.5512960525
96164,3:45:30,942,1,1,180.0,0.0,0.0,1,9616401,0,448374.833801651,4636734.478704246
123685,3:45:30,2083,0,2,135.0,0.0,0.0,1,12368501,0,447953.14908853837,4636166.246533714
159786,3:45:30,53,1,2,45.0,0.0,0.0,1,15978601,0,447847.72633125196,4636865.595094873
169596,3:45:30,835,1,1,60.0,0.0,0.0,1,16959601,0,447429.5388412496,4637591.639745397
195155,3:45:30,1937,0,2,67.5,0.0,0.0,1,19515501,0,448373.3937332829,4637140.867978035
204354,3:45:30,835,1,2,60.0,0.0,0.0,1,20435401,0,447429.5388412496,4637591.639745397
209330,3:45:30,813,0,1,135.0,0.0,0.0,1,20933001,0,447629.07418194064,4638385.391944832
263518,3:45:30,492,0,3,105.0,0.0,0.0,1,26351801,0,447593.0421016322,4637846.40954063
280697,3:45:30,821,1,4,52.5,0.0,0.0,1,28069701,0,447544.5804515835,4636954.124604772
6446,3:45:30,457,1,1,232.5,0.0,0.0,1,644601,0,447106.1561953034,4636030.644328447
35810,3:45:30,1210,0,1,225.0,0.0,0.0,1,3581001,0,448177.8775435565,4638473.291947393
144111,3:45:30,153,0,1,52.5,0.0,0.0,1,14411101,0,448153.80859717674,4636733.1944267
161191,3:45:30,813,0,1,120.0,0.0,0.0,1,16119101,0,447617.6282591949,4638289.6283326605
212746,3:45:30,553,1,1,37.5,0.0,0.0,1,21274601,0,448231.0378422696,4637397.572614867
269218,3:45:30,856,1,2,135.0,0.0,0.0,1,26921801,0,448024.31630365894,4638469.180037982
37113,3:45:30,1210,0,1,217.5,0.0,0.0,1,3711301,0,448172.17477510986,4638446.717163736
58617,3:45:30,672,1,2,7.5,0.0,0.0,1,5861701,0,447463.13335234404,4636148.253877019
75719,3:45:30,1619,1,3,7.5,7.5,7.5,1,7571901,0,446491.4739367176,4636570.297310133
116530,3:45:30,942,1,1,172.5,0.0,0.0,1,11653001,0,448380.40613390744,4636734.551518782
159806,3:45:30,214,1,2,105.0,0.0,-7.5,1,15980601,0,446813.47326254065,4636856.314571308
172040,3:45:30,835,1,1,52.5,0.0,0.0,1,17204001,0,447423.9678409985,4637591.660222622
182865,3:45:30,721,1,1,67.5,0.0,0.0,1,18286501,0,447388.74928256194,4638395.104007944
198986,3:45:30,214,1,3,120.0,0.0,0.0,1,19898601,0,446824.61787045357,4636856.466546277
